design_id,wall_material,wall_structural_thickness_m,wall_insulation_thickness_m,roof_insulation_thickness_m,floor_insulation_thickness_m,length_m,width_m,height_m,orientation_deg,window_area_m2,window_wall_orientation,door_area_m2,door_wall_orientation,window_solar_heat_gain_coefficient,window_u_value_w_m2k,door_u_value_w_m2k,has_thermal_mass,thermal_mass_material,thermal_mass_kg,thermal_mass_specific_heat_j_kgk,thermal_mass_heat_capacity_j_k,occupant_count,sensible_heat_per_person_w,equipment_heat_w,lighting_heat_w,floor_area_m2,volume_m3,net_wall_area_m2,weather_scenario_id,weather_name,weather_season,weather_date,weather_effective_date,latitude,longitude,weather_source,weather_data_category,weather_provenance,weather_retrieval_status,weather_record_count,skipped_missing_required_records,mean_outdoor_temperature_c,minimum_outdoor_temperature_c,maximum_outdoor_temperature_c,daily_solar_sum_wh_m2,mean_wind_speed_m_s,mean_relative_humidity_percent,percent_time_comfortable,percent_time_below_comfort,percent_time_above_comfort,minimum_indoor_temperature_c,maximum_indoor_temperature_c,mean_indoor_temperature_c,indoor_temperature_range_c,degree_hours_below_comfort,degree_hours_above_comfort,total_heat_loss_kwh,total_solar_gain_kwh,thermal_mass_absorbed_kwh,thermal_mass_released_kwh,thermal_mass_net_kwh
D0264,timber,0.35,0.1005,0.1488,0.0537,4.44,4.0,3.0,90.0,2.992,east,2.0,south,0.598,5.0,2.0,1,water,2708.8,4186.0,11339036.8,2,75.0,50.0,20.0,17.76,53.28,45.647999999999996,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,9.945650760117724,14.514271160739833,13.045675464227116,4.568620400622109,118.90378885854919,0.0,10.137590115375666,14.9959560608,14.389931902190234,4.308411358088503,10.081520544101732
D0265,timber,0.35,0.1008,0.1224,0.1778,5.01,4.0,3.0,90.0,3.683,east,2.0,south,0.74,5.0,2.0,1,water,645.3,4186.0,2701225.8,2,75.0,50.0,20.0,20.04,60.12,48.376999999999995,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,25.0,16.666666666666668,58.333333333333336,9.885585977692715,33.10297579721739,24.15821299040175,23.217389819524676,23.870516212648518,69.87773893178911,20.386729704733316,22.842562645999998,17.42094788587705,9.886348091273586,7.534599794603466
D0266,timber,0.35,0.1065,0.076,0.0595,5.654,4.0,3.0,90.0,3.073,south,2.0,north,0.743,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,22.616,67.848,52.851,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,58.333333333333336,41.66666666666667,1.553115368686612,60.25081494018411,23.20538009122814,58.697699571497495,169.83091017968187,234.76003236915722,24.46084107917104,19.1365110307,0.0,0.0,0.0
D0267,timber,0.35,0.1138,0.1259,0.119,4.431,4.0,3.0,180.0,0.959,south,2.0,east,0.651,5.0,2.0,1,water,2901.5,4186.0,12145679.0,2,75.0,50.0,20.0,17.724,53.172,47.626999999999995,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,9.978787906061665,11.84080330719283,11.279274996334628,1.8620154011311651,161.29740008796895,0.0,5.421673598219413,5.2325210217,6.282067043109825,1.2178242336977056,5.064242809412119
D0268,timber,0.35,0.1171,0.1201,0.0,5.593,4.0,3.0,270.0,1.037,east,2.0,west,0.737,5.0,2.0,1,stone,1805.3,900.0,1624770.0,2,75.0,50.0,20.0,22.372,67.116,54.521,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,0.8709072539146738,14.61689505597057,8.253152960490896,13.745987802055897,233.9243289482185,0.0,16.00999161624238,6.405567769699999,3.6584892235680133,7.778677007194974,-4.12018778362696
D0269,timber,0.35,0.1196,0.0,0.1517,5.493,4.0,3.0,0.0,2.614,south,2.0,east,0.417,5.0,2.0,1,water,562.6,4186.0,2355043.6,2,75.0,50.0,20.0,21.972,65.916,52.343999999999994,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,2.1052398591207027,15.390842580982735,9.415760811529422,13.285602721862032,206.02174052329386,0.0,19.753983699024534,9.1359354894,5.177573808161044,10.342158347970178,-5.164584539809135
D0270,timber,0.35,0.1234,0.0,0.0,5.375,4.0,3.0,0.0,1.503,north,2.0,east,0.576,5.0,2.0,1,stone,789.7,900.0,710730.0,2,75.0,50.0,20.0,21.5,64.5,52.747,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,-1.5245939931731658,13.910736851847448,5.656780495144015,15.435330845020614,296.23726811654365,0.0,14.376007776176854,7.255926086399999,2.3797759449370064,4.655018914039219,-2.2752429691022122
D0271,timber,0.35,0.1271,0.1194,0.1459,4.533,4.0,3.0,0.0,2.173,north,2.0,north,0.493,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,18.132,54.396,47.025,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,4.166666666666657,54.16666666666667,41.66666666666667,4.145369278000304,50.230849700160945,21.59133543972146,46.08548042216064,139.59881828518658,165.74433165896463,14.296251292914436,8.9787944957,0.0,0.0,0.0
D0272,timber,0.35,0.1298,0.0,0.1727,5.483,4.0,3.0,90.0,1.035,east,2.0,west,0.537,5.0,2.0,1,water,1662.5,4186.0,6959225.0,2,75.0,50.0,20.0,21.932,65.79599999999999,53.863,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,6.266205707583205,10.828025453564145,9.19213468799558,4.56181974598094,211.3887674881061,0.0,17.238039372322465,4.6582846335,3.572053074484156,10.789918236885343,-7.217865162401187
D0273,timber,0.35,0.1319,0.1848,0.1557,4.966,4.0,3.0,0.0,2.097,west,2.0,east,0.545,5.0,2.0,1,water,2858.5,4186.0,11965681.0,2,75.0,50.0,20.0,19.864,59.592,49.699,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,9.976164419904872,13.022944754565188,12.102546170215547,3.0467803346603155,141.53889191482685,0.0,6.756598497400669,9.578694424500002,10.126889322671827,2.072926228334913,8.053963094336915
D0274,timber,0.35,0.1324,0.1439,0.1269,5.473,4.0,3.0,180.0,3.724,west,2.0,west,0.608,5.0,2.0,1,water,1290.5,4186.0,5402033.0,2,75.0,50.0,20.0,21.892,65.676,51.114000000000004,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,50.0,50.0,0.0,9.910142190974213,20.970477610968963,17.183386438169236,11.06033541999475,41.111976559124074,0.0,14.120930919295898,18.976872409600002,16.596749147189023,6.606556319468806,9.990192827720216
D0275,timber,0.35,0.1353,0.0,0.0,5.337,4.0,3.0,180.0,2.478,east,2.0,north,0.654,5.0,2.0,1,stone,2451.8,900.0,2206620.0,2,75.0,50.0,20.0,21.348,64.044,51.544,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,-0.5742536131128764,15.926329140010072,7.799121721780465,16.50058275312295,244.82107867726884,0.0,25.57006327389027,13.582835355600002,6.38638018146408,12.867868933621619,-6.481488752157539
D0276,timber,0.35,0.1362,0.0937,0.1594,5.597,4.0,3.0,180.0,2.826,north,2.0,west,0.797,5.0,2.0,1,stone,996.0,900.0,896400.0,2,75.0,50.0,20.0,22.388,67.164,52.756,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,16.666666666666657,29.166666666666668,54.16666666666667,9.623350626056473,48.896717389452526,28.419737982229652,39.273366763396055,34.06764727596977,194.65081212164182,23.74893374776033,18.8773863786,9.779068324085616,9.404310762664045,0.37475756142157124
D0277,timber,0.35,0.1441,0.1475,0.0,4.832,4.0,3.0,270.0,2.229,north,2.0,north,0.458,5.0,2.0,1,stone,2298.7,900.0,2068830.0,2,75.0,50.0,20.0,19.328,57.983999999999995,48.763,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,2.4088681687737616,16.048238936676565,9.83569801040025,13.639370767902804,195.943247750394,0.0,18.345473387743876,8.5563183066,4.856288094626329,9.218721779736269,-4.36243368510994
D0278,timber,0.35,0.1509,0.0843,0.0753,5.873,4.0,3.0,90.0,1.158,west,2.0,north,0.599,5.0,2.0,1,stone,957.0,900.0,861300.0,2,75.0,50.0,20.0,23.492,70.476,56.08,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,37.49999999999999,62.50000000000001,0.0,8.08045561821713,23.973875503296775,15.823899438322057,15.893419885079645,86.87246052732898,0.0,11.597966624558394,5.813621694599999,3.5231027494665956,3.982353742808147,-0.4592509933415512
D0279,timber,0.35,0.1529,0.1923,0.1221,4.657,4.0,3.0,90.0,2.374,west,2.0,west,0.661,5.0,2.0,1,stone,1416.0,900.0,1274400.0,2,75.0,50.0,20.0,18.628,55.884,47.568,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,25.0,25.0,50.0,9.846971970058165,35.5077922792945,24.36213633974437,25.660820309236335,23.254230269785204,83.61542710177504,15.879846302099553,13.1520532982,9.083930389469662,6.659310455864137,2.424619933605525
D0280,timber,0.35,0.1635,0.1893,0.1298,4.629,4.0,3.0,0.0,3.209,north,2.0,west,0.738,5.0,2.0,1,stone,724.3,900.0,651870.0,2,75.0,50.0,20.0,18.516,55.547999999999995,46.565,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,12.5,29.166666666666668,58.333333333333336,9.801509325014726,60.85370496162564,33.009797308837314,51.05219563661091,33.55736460288662,300.9719985081434,25.012996794307632,19.8489466746,9.244276324899321,9.139083081847577,0.10519324305174393
D0281,timber,0.35,0.1646,0.0,0.1958,5.416,4.0,3.0,0.0,2.637,north,2.0,east,0.52,5.0,2.0,1,stone,1010.9,900.0,909810.0,2,75.0,50.0,20.0,21.664,64.992,51.859,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,20.83333333333333,79.16666666666667,0.0,-0.28989102878121464,21.153000777297446,9.494541832072942,21.442891806078663,214.90183094904785,0.0,19.596206721496248,11.492773812,3.9761325672725585,6.576645277521291,-2.600512710248733
D0282,timber,0.35,0.1696,0.1548,0.1288,5.306,4.0,3.0,270.0,0.852,west,2.0,south,0.429,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,21.224,63.672,52.983999999999995,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,8.333333333333329,62.50000000000001,29.166666666666668,5.923197779463219,31.475968848433833,16.446087613846178,25.552771068970614,124.62935689728624,36.363290939752396,8.391500109236754,3.0634322003999994,0.0,0.0,0.0
D0283,timber,0.35,0.1738,0.1188,0.0953,5.837,4.0,3.0,180.0,0.887,west,2.0,east,0.752,5.0,2.0,1,stone,530.8,900.0,477720.0,2,75.0,50.0,20.0,23.348,70.044,56.135,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,16.666666666666657,54.16666666666667,29.166666666666668,7.657440565280391,29.98642173735707,18.123192830439148,22.32898117207668,80.09821978817706,28.51690049921313,11.236079965869125,5.5905282512,2.7516762686854155,3.0625339056727072,-0.31085763698729174
D0284,timber,0.35,0.1748,0.1081,0.1524,4.28,4.0,3.0,180.0,1.2,west,2.0,north,0.715,5.0,2.0,1,stone,2581.7,900.0,2323530.0,2,75.0,50.0,20.0,17.12,51.36,46.480000000000004,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,45.83333333333333,54.16666666666667,0.0,9.946240884345299,20.534835045133608,16.88320559330305,10.58859416078831,43.51227055327723,0.0,8.366040828900347,7.1911553999999995,6.834143386226795,2.8351039669390614,3.999039419287733
D0285,timber,0.35,0.1773,0.0835,0.0912,4.052,4.0,3.0,0.0,1.783,north,2.0,north,0.61,5.0,2.0,1,water,2617.2,4186.0,10955599.2,2,75.0,50.0,20.0,16.208,48.623999999999995,44.528999999999996,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,9.970628145168813,13.135227877121135,12.164606464442178,3.164599731952322,140.0494448533878,0.0,6.902463662777777,9.115753319,9.630579525471408,2.176987211155374,7.453592314316033
D0286,timber,0.35,0.1783,0.1878,0.1405,5.969,4.0,3.0,0.0,3.346,east,2.0,north,0.72,5.0,2.0,1,water,906.9,4186.0,3796283.4,2,75.0,50.0,20.0,23.876,71.628,54.468,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,50.0,25.0,25.0,9.92707379836652,25.997230917853088,20.353158871834186,16.070157119486566,29.965403991362386,8.062494510647717,15.65042743371215,20.191557456,16.946352974471854,7.342664978903069,9.603687995568784
D0287,timber,0.35,0.1804,0.0,0.0824,5.721,4.0,3.0,270.0,1.971,south,2.0,north,0.536,5.0,2.0,1,water,2386.4,4186.0,9989470.4,2,75.0,50.0,20.0,22.884,68.652,54.355000000000004,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,7.498533163173617,11.586788521333919,9.967544660763929,4.088255358160302,192.77892814166572,0.0,21.132920718521376,8.8544746728,6.321592348642839,13.26279482727028,-6.941202478627441
D0288,timber,0.35,0.1812,0.0,0.1666,5.944,4.0,3.0,0.0,2.253,east,2.0,north,0.406,5.0,2.0,1,stone,883.2,900.0,794880.0,2,75.0,50.0,20.0,23.776,71.328,55.411,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,-0.6092666169246934,17.146411001559663,7.614232105020435,17.755677618484356,249.25842947950957,0.0,15.541297965500975,7.666525973400001,2.889196431100092,5.231722500117064,-2.3425260690169716
D0289,timber,0.35,0.1813,0.0917,0.0,5.213,4.0,3.0,180.0,0.732,south,2.0,north,0.424,5.0,2.0,1,water,2134.8,4186.0,8936272.8,2,75.0,50.0,20.0,20.852,62.556,52.546,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,6.754292540805942,10.04359234118812,9.001766037606801,3.289299800382178,215.95761509743676,0.0,16.00577994488161,2.6012873184,2.2155067817115937,10.272319916254085,-8.056813134542491
D0290,timber,0.35,0.1814,0.0,0.1053,5.074,4.0,3.0,270.0,1.539,west,2.0,north,0.548,5.0,2.0,1,water,735.1,4186.0,3077128.6,2,75.0,50.0,20.0,20.296,60.888,50.905,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,3.907167555270407,13.629849653875805,9.520145877361257,9.722682098605398,203.51649894332982,0.0,17.680110807199718,7.068553743600002,4.646185034393337,9.854081970694825,-5.207896936301488
D0291,timber,0.35,0.1848,0.0906,0.0972,4.315,4.0,3.0,270.0,3.776,north,2.0,south,0.553,5.0,2.0,1,water,2178.1,4186.0,9117526.6,2,75.0,50.0,20.0,17.26,51.78,44.114000000000004,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,9.946074229531758,16.43177216959332,14.359649127113585,6.485697940061561,87.36842094927395,0.0,11.135959990279932,17.5012272064,16.42597874668791,4.859536903053859,11.566441843634053
D0292,timber,0.35,0.1891,0.1503,0.0,5.891,4.0,3.0,270.0,3.734,east,2.0,west,0.402,5.0,2.0,1,water,1143.6,4186.0,4787109.6,2,75.0,50.0,20.0,23.564,70.69200000000001,53.612,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,5.171109388952408,14.618588336446109,10.503926902909571,9.447478947493702,179.90575433017028,0.0,24.395919373840893,12.580901228400002,7.986808955664792,14.408039122746956,-6.4212301670821645
D0293,timber,0.35,0.1922,0.0,0.0852,4.787,4.0,3.0,90.0,2.16,south,2.0,north,0.526,5.0,2.0,1,stone,1196.5,900.0,1076850.0,2,75.0,50.0,20.0,19.148,57.444,48.562,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,16.666666666666657,83.33333333333334,0.0,0.2927806222480594,19.43804425548908,9.52440726185425,19.14526363324102,206.98465953803014,0.0,17.892043641015242,9.522497808,3.992366208701834,6.896038205071884,-2.9036719963700497
D0294,timber,0.35,0.1949,0.19,0.1201,5.57,4.0,3.0,0.0,0.562,south,2.0,north,0.732,5.0,2.0,0,none,0.0,0.0,0.0,2,75.0,50.0,20.0,22.28,66.84,54.858000000000004,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,12.5,54.16666666666667,33.333333333333336,6.637984007297787,35.17475342527106,18.19831087272154,28.536769417973268,112.46066108808081,61.34916739977973,8.77370176221666,3.4479327192,0.0,0.0,0.0
D0295,timber,0.35,0.1974,0.0608,0.0,4.609,4.0,3.0,270.0,2.435,east,2.0,north,0.738,5.0,2.0,1,stone,2691.8,900.0,2422620.0,2,75.0,50.0,20.0,18.436,55.308,47.219,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,25.0,75.0,0.0,3.727739395955328,20.327064311713915,12.392293337164169,16.599324915758586,143.15336251139092,0.0,24.67800070898803,15.061447539000001,8.103618272548312,12.324536046040173,-4.220917773491861
D0296,timber,0.35,0.198,0.0639,0.069,5.503,4.0,3.0,90.0,2.277,north,2.0,south,0.748,5.0,2.0,1,water,646.8,4186.0,2707504.8,2,75.0,50.0,20.0,22.012,66.036,52.741,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,45.83333333333333,45.833333333333336,8.333333333333334,9.750306644559926,24.37603363898247,18.393664621492807,14.625726994422545,40.324727481215845,0.6612177157420867,15.749954785400243,14.2749966348,10.999785011357947,7.302942285912126,3.696842725445821
D0297,timber,0.35,0.1983,0.1369,0.103,5.359,4.0,3.0,0.0,3.196,east,2.0,west,0.597,5.0,2.0,1,water,2589.7,4186.0,10840484.2,2,75.0,50.0,20.0,21.436,64.30799999999999,50.958,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,9.959617458295329,15.086706304123936,13.485674159745843,5.127088845828608,108.34382016609979,0.0,9.746495323546645,15.9916209756,15.438923784778126,3.9952615453600777,11.443662239418048
D0298,timber,0.35,0.1989,0.0744,0.13,4.356,4.0,3.0,90.0,0.549,south,2.0,north,0.506,5.0,2.0,1,stone,2275.9,900.0,2048310.0,2,75.0,50.0,20.0,17.424,52.272,47.587,S04_late_spring,late spring,late spring,2024-05-10,2024-05-10,34.1645,77.5789,NASA POWER hourly point API,nasa_power_satellite_reanalysis,NASA POWER data are satellite/reanalysis-derived estimates and are not ground measurements.,disk_cache_from_live_nasa_power,24,0,2.6208333333333336,-2.97,8.51,8381.3,1.7104166666666665,51.76916666666667,0.0,100.0,0.0,9.878422246268068,15.163518447352828,13.223237958458649,5.285096201084761,114.64228899699242,0.0,6.078921537182908,2.3282748522000003,3.0070876110122016,1.5231768226038827,1.483910788408319
